"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US131131403042","Block Group 2, Census Tract 1403.04, Fayette County, Georgia","539","null","147","null","0","null","14","null","0","14","null","null","0","null","14","null","40","null","49","null","0","null","14","null","0","null","14","null","0","14","null","null","55","null","65","null","25","null","22","null","16","25","null","null","32","null","39","null","100","null","94","null","91","null","58","null","25","null","27","null","155","null","98","null","0","14","null","null",
"1500000US131131403043","Block Group 3, Census Tract 1403.04, Fayette County, Georgia","464","null","142","null","0","null","14","null","87","104","null","null","0","null","14","null","0","null","14","null","35","null","40","null","0","null","14","null","0","14","null","null","0","null","14","null","10","null","17","null","46","47","null","null","13","null","21","null","82","null","83","null","81","null","72","null","33","null","39","null","10","null","17","null","67","52","null","null",
"1500000US131131403044","Block Group 4, Census Tract 1403.04, Fayette County, Georgia","340","null","106","null","0","null","14","null","14","23","null","null","0","null","14","null","19","null","37","null","59","null","78","null","35","null","41","null","11","18","null","null","0","null","14","null","0","null","14","null","68","75","null","null","0","null","14","null","0","null","14","null","0","null","14","null","20","null","26","null","18","null","24","null","96","52","null","null",
"1500000US131131403051","Block Group 1, Census Tract 1403.05, Fayette County, Georgia","896","null","163","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","12","null","21","null","0","null","14","null","10","16","null","null","23","null","22","null","29","null","32","null","36","39","null","null","75","null","40","null","186","null","94","null","185","null","111","null","130","null","112","null","78","null","53","null","132","74","null","null",
"1500000US131131403052","Block Group 2, Census Tract 1403.05, Fayette County, Georgia","525","null","102","null","12","null","19","null","10","16","null","null","10","null","17","null","0","null","14","null","0","null","14","null","10","null","15","null","0","14","null","null","9","null","16","null","0","null","14","null","35","40","null","null","109","null","60","null","58","null","41","null","70","null","45","null","62","null","41","null","82","null","54","null","58","48","null","null",
"1500000US131131403053","Block Group 3, Census Tract 1403.05, Fayette County, Georgia","420","null","127","null","17","null","20","null","0","14","null","null","0","null","14","null","21","null","30","null","19","null","20","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","26","null","24","null","18","null","20","null","19","null","34","null","94","null","120","null","37","null","36","null","169","58","null","null",
"1500000US131131403071","Block Group 1, Census Tract 1403.07, Fayette County, Georgia","596","null","97","null","27","null","31","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","30","32","null","null","0","null","14","null","0","null","14","null","7","10","null","null","0","null","14","null","14","null","17","null","37","null","28","null","70","null","47","null","86","null","45","null","325","85","null","null",
"1500000US131131403072","Block Group 2, Census Tract 1403.07, Fayette County, Georgia","408","null","70","null","0","null","14","null","0","14","null","null","18","null","29","null","5","null","8","null","0","null","14","null","0","null","14","null","27","33","null","null","0","null","14","null","6","null","9","null","0","14","null","null","21","null","24","null","19","null","19","null","29","null","32","null","22","null","25","null","114","null","60","null","147","62","null","null",
"1500000US131131403073","Block Group 3, Census Tract 1403.07, Fayette County, Georgia","659","null","98","null","0","null","14","null","0","14","null","null","0","null","14","null","12","null","18","null","0","null","14","null","14","null","25","null","0","14","null","null","34","null","58","null","8","null","13","null","8","15","null","null","9","null","15","null","55","null","47","null","61","null","42","null","40","null","36","null","45","null","32","null","373","76","null","null",
"1500000US131131403081","Block Group 1, Census Tract 1403.08, Fayette County, Georgia","808","null","149","null","19","null","32","null","0","14","null","null","18","null","28","null","20","null","34","null","22","null","35","null","32","null","43","null","0","14","null","null","30","null","37","null","52","null","73","null","20","37","null","null","86","null","77","null","63","null","48","null","0","null","14","null","85","null","64","null","145","null","69","null","216","91","null","null",
"1500000US131131403091","Block Group 1, Census Tract 1403.09, Fayette County, Georgia","1030","null","254","null","0","null","14","null","0","14","null","null","29","null","34","null","43","null","40","null","19","null","34","null","39","null","48","null","12","18","null","null","0","null","14","null","60","null","45","null","0","14","null","null","303","null","232","null","104","null","63","null","69","null","55","null","33","null","39","null","85","null","55","null","234","126","null","null",
"1500000US131131403092","Block Group 2, Census Tract 1403.09, Fayette County, Georgia","401","null","105","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","15","null","24","null","12","20","null","null","77","null","72","null","0","null","14","null","57","65","null","null","13","null","21","null","73","null","78","null","34","null","29","null","17","null","28","null","79","null","55","null","24","22","null","null",
"1500000US131131403093","Block Group 3, Census Tract 1403.09, Fayette County, Georgia","1042","null","249","null","0","null","14","null","18","30","null","null","155","null","164","null","52","null","81","null","108","null","65","null","78","null","87","null","13","22","null","null","46","null","61","null","12","null","19","null","106","77","null","null","152","null","158","null","116","null","81","null","50","null","43","null","21","null","31","null","51","null","47","null","64","52","null","null",
"1500000US131131404031","Block Group 1, Census Tract 1404.03, Fayette County, Georgia","337","null","113","null","0","null","14","null","0","14","null","null","0","null","14","null","10","null","15","null","11","null","18","null","0","null","14","null","19","22","null","null","0","null","14","null","0","null","14","null","0","14","null","null","10","null","17","null","31","null","32","null","9","null","14","null","122","null","81","null","44","null","54","null","81","93","null","null",
"1500000US131131404032","Block Group 2, Census Tract 1404.03, Fayette County, Georgia","215","null","87","null","0","null","14","null","12","19","null","null","0","null","14","null","0","null","14","null","19","null","32","null","0","null","14","null","9","17","null","null","0","null","14","null","0","null","14","null","20","18","null","null","24","null","31","null","6","null","12","null","23","null","28","null","40","null","48","null","20","null","18","null","42","65","null","null",
"1500000US131131404033","Block Group 3, Census Tract 1404.03, Fayette County, Georgia","746","null","156","null","0","null","14","null","0","14","null","null","0","null","14","null","12","null","21","null","44","null","51","null","15","null","26","null","16","22","null","null","110","null","64","null","0","null","14","null","45","53","null","null","177","null","120","null","27","null","41","null","47","null","64","null","153","null","99","null","52","null","46","null","48","61","null","null",
"1500000US131131404034","Block Group 4, Census Tract 1404.03, Fayette County, Georgia","645","null","205","null","45","null","52","null","12","22","null","null","0","null","14","null","0","null","14","null","0","null","14","null","6","null","10","null","0","14","null","null","0","null","14","null","0","null","14","null","29","40","null","null","80","null","91","null","90","null","70","null","176","null","153","null","62","null","76","null","60","null","48","null","85","75","null","null",
"1500000US131131404041","Block Group 1, Census Tract 1404.04, Fayette County, Georgia","1291","null","222","null","120","null","70","null","0","14","null","null","39","null","60","null","162","null","134","null","0","null","14","null","102","null","99","null","41","49","null","null","116","null","88","null","34","null","57","null","76","84","null","null","150","null","106","null","228","null","134","null","69","null","68","null","46","null","45","null","41","null","43","null","67","89","null","null",
"1500000US131131404042","Block Group 2, Census Tract 1404.04, Fayette County, Georgia","275","null","148","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","16","null","29","null","0","14","null","null","22","null","39","null","0","null","14","null","82","84","null","null","0","null","14","null","96","null","150","null","13","null","21","null","31","null","34","null","15","null","26","null","0","14","null","null",
"1500000US131131404043","Block Group 3, Census Tract 1404.04, Fayette County, Georgia","1055","null","215","null","0","null","14","null","0","14","null","null","0","null","14","null","32","null","32","null","0","null","14","null","18","null","28","null","0","14","null","null","0","null","14","null","76","null","86","null","0","14","null","null","123","null","70","null","155","null","111","null","193","null","130","null","137","null","118","null","118","null","74","null","203","114","null","null",
"1500000US131131404051","Block Group 1, Census Tract 1404.05, Fayette County, Georgia","588","null","97","null","10","null","16","null","32","51","null","null","0","null","14","null","0","null","14","null","0","null","14","null","40","null","41","null","0","14","null","null","7","null","12","null","0","null","14","null","0","14","null","null","70","null","40","null","30","null","27","null","114","null","56","null","87","null","75","null","123","null","53","null","75","62","null","null",
"1500000US131131404052","Block Group 2, Census Tract 1404.05, Fayette County, Georgia","367","null","81","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","12","null","18","null","0","null","14","null","11","17","null","null","0","null","14","null","106","null","65","null","72","null","48","null","74","null","58","null","58","null","47","null","34","32","null","null",
"1500000US131131404053","Block Group 3, Census Tract 1404.05, Fayette County, Georgia","403","null","74","null","22","null","23","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","12","null","18","null","13","21","null","null","0","null","14","null","0","null","14","null","25","30","null","null","22","null","20","null","89","null","49","null","93","null","58","null","31","null","23","null","42","null","32","null","54","47","null","null",
"1500000US131131404061","Block Group 1, Census Tract 1404.06, Fayette County, Georgia","1035","null","171","null","29","null","50","null","11","19","null","null","0","null","14","null","17","null","33","null","23","null","33","null","62","null","46","null","23","39","null","null","20","null","24","null","52","null","60","null","250","147","null","null","51","null","38","null","182","null","81","null","124","null","66","null","135","null","90","null","25","null","25","null","31","35","null","null",
"1500000US131131404062","Block Group 2, Census Tract 1404.06, Fayette County, Georgia","462","null","101","null","38","null","33","null","24","26","null","null","6","null","9","null","0","null","14","null","9","null","16","null","0","null","14","null","16","21","null","null","46","null","41","null","14","null","16","null","87","69","null","null","84","null","77","null","87","null","51","null","22","null","24","null","18","null","29","null","11","null","16","null","0","14","null","null",
"1500000US131131404081","Block Group 1, Census Tract 1404.08, Fayette County, Georgia","469","null","113","null","8","null","12","null","0","14","null","null","17","null","20","null","11","null","16","null","7","null","11","null","19","null","27","null","15","18","null","null","11","null","18","null","15","null","16","null","31","37","null","null","27","null","30","null","28","null","36","null","88","null","79","null","138","null","96","null","25","null","23","null","29","28","null","null",
"1500000US131131404082","Block Group 2, Census Tract 1404.08, Fayette County, Georgia","689","null","128","null","8","null","12","null","0","14","null","null","8","null","12","null","6","null","10","null","8","null","12","null","5","null","8","null","0","14","null","null","0","null","14","null","8","null","13","null","40","59","null","null","63","null","50","null","142","null","65","null","119","null","77","null","100","null","108","null","65","null","39","null","117","60","null","null",
"1500000US131131404091","Block Group 1, Census Tract 1404.09, Fayette County, Georgia","260","null","83","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","9","null","18","null","17","null","26","null","0","14","null","null","21","null","33","null","31","null","38","null","52","52","null","null","21","null","33","null","43","null","44","null","39","null","44","null","10","null","18","null","17","null","28","null","0","14","null","null",
"1500000US131131404092","Block Group 2, Census Tract 1404.09, Fayette County, Georgia","898","null","128","null","15","null","25","null","0","14","null","null","14","null","23","null","0","null","14","null","15","null","26","null","0","null","14","null","31","41","null","null","20","null","32","null","18","null","25","null","58","54","null","null","191","null","139","null","54","null","60","null","149","null","94","null","119","null","85","null","103","null","73","null","111","74","null","null",
"1500000US131131404101","Block Group 1, Census Tract 1404.10, Fayette County, Georgia","446","null","124","null","0","null","14","null","0","14","null","null","16","null","25","null","0","null","14","null","16","null","24","null","16","null","25","null","0","14","null","null","0","null","14","null","0","null","14","null","15","24","null","null","116","null","76","null","71","null","69","null","81","null","84","null","34","null","40","null","68","null","95","null","13","21","null","null",
"1500000US131131404102","Block Group 2, Census Tract 1404.10, Fayette County, Georgia","478","null","216","null","12","null","20","null","10","19","null","null","0","null","14","null","107","null","74","null","38","null","59","null","90","null","90","null","0","14","null","null","34","null","39","null","157","null","169","null","0","14","null","null","0","null","14","null","30","null","37","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US131131404103","Block Group 3, Census Tract 1404.10, Fayette County, Georgia","472","null","178","null","0","null","14","null","191","153","null","null","37","null","63","null","0","null","14","null","0","null","14","null","0","null","14","null","25","30","null","null","18","null","29","null","30","null","52","null","0","14","null","null","39","null","48","null","89","null","84","null","0","null","14","null","0","null","14","null","13","null","20","null","30","48","null","null",
"1500000US131131404104","Block Group 4, Census Tract 1404.10, Fayette County, Georgia","394","null","124","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","35","null","55","null","14","null","23","null","11","18","null","null","0","null","14","null","0","null","14","null","45","53","null","null","14","null","23","null","58","null","60","null","80","null","74","null","97","null","85","null","40","null","47","null","0","14","null","null",
"1500000US131131405011","Block Group 1, Census Tract 1405.01, Fayette County, Georgia","404","null","145","null","2","null","3","null","0","14","null","null","0","null","14","null","1","null","4","null","30","null","30","null","0","null","14","null","4","6","null","null","0","null","14","null","1","null","4","null","59","76","null","null","28","null","35","null","92","null","96","null","99","null","63","null","6","null","8","null","58","null","78","null","24","25","null","null",
"1500000US131131405012","Block Group 2, Census Tract 1405.01, Fayette County, Georgia","654","null","104","null","0","null","14","null","0","14","null","null","13","null","20","null","0","null","14","null","0","null","14","null","0","null","14","null","34","37","null","null","25","null","24","null","0","null","14","null","0","14","null","null","28","null","28","null","67","null","52","null","34","null","34","null","73","null","58","null","133","null","84","null","247","94","null","null",
"1500000US131131405013","Block Group 3, Census Tract 1405.01, Fayette County, Georgia","422","null","125","null","0","null","14","null","15","25","null","null","77","null","78","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","10","null","16","null","0","14","null","null","41","null","65","null","65","null","76","null","0","null","14","null","47","null","54","null","27","null","26","null","140","82","null","null",
"1500000US131131405014","Block Group 4, Census Tract 1405.01, Fayette County, Georgia","709","null","143","null","0","null","14","null","0","14","null","null","65","null","77","null","47","null","75","null","0","null","14","null","29","null","34","null","0","14","null","null","0","null","14","null","30","null","32","null","10","16","null","null","70","null","45","null","72","null","75","null","55","null","78","null","21","null","32","null","132","null","79","null","178","80","null","null",
"1500000US131131405021","Block Group 1, Census Tract 1405.02, Fayette County, Georgia","714","null","84","null","11","null","13","null","22","24","null","null","10","null","18","null","2","null","4","null","17","null","15","null","17","null","18","null","14","13","null","null","20","null","20","null","13","null","19","null","39","33","null","null","88","null","49","null","142","null","54","null","151","null","70","null","34","null","24","null","66","null","36","null","68","34","null","null",
"1500000US131131405022","Block Group 2, Census Tract 1405.02, Fayette County, Georgia","515","null","136","null","29","null","28","null","0","14","null","null","10","null","14","null","16","null","17","null","0","null","14","null","24","null","19","null","0","14","null","null","10","null","13","null","8","null","12","null","4","6","null","null","25","null","20","null","58","null","52","null","44","null","34","null","75","null","38","null","97","null","125","null","115","52","null","null",
"1500000US131150001001","Block Group 1, Census Tract 1, Floyd County, Georgia","309","null","111","null","26","null","29","null","0","14","null","null","48","null","66","null","0","null","14","null","6","null","11","null","8","null","10","null","8","13","null","null","8","null","13","null","37","null","38","null","31","22","null","null","13","null","20","null","43","null","52","null","7","null","12","null","28","null","29","null","14","null","17","null","32","55","null","null",
"1500000US131150001002","Block Group 2, Census Tract 1, Floyd County, Georgia","629","null","188","null","10","null","17","null","24","38","null","null","17","null","19","null","49","null","50","null","0","null","14","null","7","null","12","null","43","46","null","null","77","null","71","null","0","null","14","null","16","19","null","null","170","null","162","null","69","null","64","null","91","null","74","null","7","null","12","null","18","null","26","null","31","29","null","null",
"1500000US131150001003","Block Group 3, Census Tract 1, Floyd County, Georgia","282","null","80","null","19","null","23","null","0","14","null","null","0","null","14","null","41","null","32","null","31","null","29","null","0","null","14","null","9","14","null","null","0","null","14","null","0","null","14","null","36","43","null","null","13","null","16","null","28","null","34","null","85","null","64","null","7","null","10","null","6","null","9","null","7","10","null","null",
"1500000US131150001004","Block Group 4, Census Tract 1, Floyd County, Georgia","598","null","121","null","21","null","27","null","77","61","null","null","39","null","34","null","28","null","22","null","80","null","72","null","89","null","92","null","8","12","null","null","34","null","37","null","48","null","50","null","37","35","null","null","50","null","47","null","42","null","36","null","23","null","22","null","13","null","18","null","9","null","12","null","0","14","null","null",
"1500000US131150002021","Block Group 1, Census Tract 2.02, Floyd County, Georgia","561","null","114","null","9","null","17","null","29","42","null","null","35","null","48","null","0","null","14","null","64","null","50","null","39","null","46","null","0","14","null","null","0","null","14","null","15","null","18","null","89","59","null","null","71","null","44","null","45","null","24","null","56","null","48","null","7","null","11","null","75","null","71","null","27","30","null","null",
"1500000US131150002022","Block Group 2, Census Tract 2.02, Floyd County, Georgia","561","null","121","null","17","null","25","null","20","30","null","null","56","null","83","null","5","null","8","null","0","null","14","null","0","null","14","null","12","21","null","null","4","null","9","null","46","null","34","null","23","42","null","null","39","null","29","null","103","null","60","null","41","null","31","null","17","null","19","null","101","null","82","null","77","48","null","null",
"1500000US131150002023","Block Group 3, Census Tract 2.02, Floyd County, Georgia","301","null","79","null","19","null","23","null","0","14","null","null","37","null","42","null","0","null","14","null","0","null","14","null","0","null","14","null","43","47","null","null","0","null","14","null","0","null","14","null","8","12","null","null","7","null","11","null","37","null","28","null","22","null","24","null","56","null","38","null","34","null","36","null","38","43","null","null",
"1500000US131150002031","Block Group 1, Census Tract 2.03, Floyd County, Georgia","554","null","123","null","13","null","21","null","58","70","null","null","0","null","14","null","61","null","75","null","12","null","22","null","62","null","84","null","32","38","null","null","24","null","39","null","26","null","30","null","48","35","null","null","121","null","89","null","34","null","45","null","0","null","14","null","57","null","44","null","0","null","14","null","6","18","null","null",
"1500000US131150002032","Block Group 2, Census Tract 2.03, Floyd County, Georgia","333","null","84","null","0","null","14","null","0","14","null","null","7","null","14","null","0","null","14","null","0","null","14","null","61","null","55","null","0","14","null","null","0","null","14","null","18","null","30","null","56","57","null","null","0","null","14","null","11","null","18","null","78","null","60","null","45","null","56","null","30","null","27","null","27","44","null","null",
"1500000US131150002041","Block Group 1, Census Tract 2.04, Floyd County, Georgia","701","null","362","null","14","null","22","null","0","14","null","null","28","null","31","null","19","null","39","null","109","null","97","null","60","null","64","null","0","14","null","null","0","null","14","null","0","null","14","null","39","63","null","null","39","null","37","null","35","null","42","null","98","null","87","null","260","null","324","null","0","null","14","null","0","14","null","null",
"1500000US131150002042","Block Group 2, Census Tract 2.04, Floyd County, Georgia","433","null","145","null","0","null","14","null","22","29","null","null","17","null","32","null","9","null","20","null","26","null","42","null","28","null","38","null","11","20","null","null","0","null","14","null","14","null","30","null","19","26","null","null","98","null","91","null","52","null","45","null","85","null","89","null","0","null","14","null","42","null","46","null","10","17","null","null",
"1500000US131150002043","Block Group 3, Census Tract 2.04, Floyd County, Georgia","376","null","111","null","26","null","30","null","12","21","null","null","14","null","25","null","0","null","14","null","0","null","14","null","89","null","69","null","0","14","null","null","30","null","40","null","0","null","14","null","23","40","null","null","39","null","49","null","61","null","57","null","13","null","27","null","0","null","14","null","0","null","14","null","69","77","null","null",
"1500000US131150003001","Block Group 1, Census Tract 3, Floyd County, Georgia","248","null","49","null","0","null","14","null","20","28","null","null","8","null","9","null","13","null","13","null","6","null","9","null","0","null","14","null","5","8","null","null","12","null","11","null","0","null","14","null","18","18","null","null","29","null","23","null","64","null","36","null","28","null","21","null","7","null","10","null","21","null","22","null","17","18","null","null",
"1500000US131150003002","Block Group 2, Census Tract 3, Floyd County, Georgia","307","null","76","null","15","null","23","null","0","14","null","null","21","null","31","null","0","null","14","null","43","null","57","null","66","null","42","null","21","32","null","null","0","null","14","null","19","null","27","null","0","14","null","null","51","null","39","null","37","null","39","null","13","null","14","null","0","null","14","null","21","null","20","null","0","14","null","null",
"1500000US131150004011","Block Group 1, Census Tract 4.01, Floyd County, Georgia","529","null","142","null","14","null","19","null","20","28","null","null","0","null","14","null","99","null","108","null","0","null","14","null","86","null","63","null","0","14","null","null","24","null","24","null","34","null","43","null","49","58","null","null","55","null","60","null","57","null","62","null","34","null","51","null","57","null","60","null","0","null","14","null","0","14","null","null",
"1500000US131150004012","Block Group 2, Census Tract 4.01, Floyd County, Georgia","314","null","98","null","16","null","27","null","0","14","null","null","0","null","14","null","0","null","14","null","15","null","22","null","78","null","42","null","0","14","null","null","0","null","14","null","0","null","14","null","8","14","null","null","150","null","88","null","29","null","34","null","0","null","14","null","0","null","14","null","18","null","33","null","0","14","null","null",
"1500000US131150004021","Block Group 1, Census Tract 4.02, Floyd County, Georgia","838","null","348","null","0","null","14","null","0","14","null","null","39","null","51","null","0","null","14","null","13","null","21","null","82","null","76","null","15","26","null","null","0","null","14","null","15","null","24","null","22","33","null","null","71","null","61","null","52","null","42","null","339","null","342","null","28","null","36","null","148","null","110","null","14","9","null","null",
"1500000US131150004031","Block Group 1, Census Tract 4.03, Floyd County, Georgia","811","null","173","null","11","null","19","null","0","14","null","null","7","null","15","null","55","null","71","null","36","null","55","null","111","null","80","null","0","14","null","null","34","null","50","null","12","null","20","null","81","82","null","null","95","null","86","null","171","null","119","null","145","null","84","null","9","null","17","null","0","null","14","null","44","48","null","null",
"1500000US131150004032","Block Group 2, Census Tract 4.03, Floyd County, Georgia","462","null","161","null","41","null","50","null","35","57","null","null","0","null","14","null","73","null","71","null","0","null","14","null","37","null","58","null","14","23","null","null","26","null","35","null","13","null","20","null","0","14","null","null","12","null","23","null","73","null","72","null","20","null","31","null","0","null","14","null","118","null","68","null","0","14","null","null",
"1500000US131150005001","Block Group 1, Census Tract 5, Floyd County, Georgia","351","null","95","null","11","null","17","null","29","35","null","null","28","null","43","null","22","null","25","null","39","null","35","null","16","null","25","null","48","49","null","null","0","null","14","null","8","null","12","null","0","14","null","null","11","null","17","null","31","null","38","null","38","null","37","null","36","null","39","null","22","null","38","null","12","14","null","null",
"1500000US131150005002","Block Group 2, Census Tract 5, Floyd County, Georgia","641","null","191","null","191","null","114","null","7","10","null","null","37","null","38","null","33","null","48","null","9","null","14","null","88","null","117","null","30","46","null","null","37","null","46","null","66","null","89","null","3","6","null","null","83","null","69","null","27","null","32","null","8","null","15","null","22","null","32","null","0","null","14","null","0","14","null","null",
"1500000US131150005003","Block Group 3, Census Tract 5, Floyd County, Georgia","562","null","237","null","166","null","184","null","5","9","null","null","42","null","68","null","17","null","24","null","96","null","126","null","33","null","47","null","0","14","null","null","51","null","66","null","0","null","14","null","67","104","null","null","19","null","24","null","29","null","44","null","11","null","22","null","26","null","45","null","0","null","14","null","0","14","null","null",
"1500000US131150006001","Block Group 1, Census Tract 6, Floyd County, Georgia","536","null","204","null","69","null","66","null","0","14","null","null","70","null","69","null","38","null","43","null","156","null","188","null","14","null","22","null","40","48","null","null","20","null","23","null","15","null","25","null","46","50","null","null","43","null","45","null","15","null","19","null","10","null","16","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US131150006002","Block Group 2, Census Tract 6, Floyd County, Georgia","466","null","157","null","60","null","49","null","136","88","null","null","14","null","23","null","45","null","68","null","43","null","42","null","9","null","16","null","8","12","null","null","14","null","21","null","43","null","64","null","16","27","null","null","10","null","17","null","10","null","17","null","0","null","14","null","15","null","25","null","0","null","14","null","43","39","null","null",
"1500000US131150006003","Block Group 3, Census Tract 6, Floyd County, Georgia","319","null","143","null","72","null","71","null","0","14","null","null","31","null","28","null","0","null","14","null","0","null","14","null","65","null","104","null","28","40","null","null","0","null","14","null","0","null","14","null","0","14","null","null","48","null","51","null","34","null","30","null","0","null","14","null","22","null","33","null","11","null","19","null","8","14","null","null",
"1500000US131150006004","Block Group 4, Census Tract 6, Floyd County, Georgia","481","null","130","null","0","null","14","null","0","14","null","null","110","null","79","null","10","null","15","null","61","null","51","null","19","null","22","null","10","15","null","null","47","null","50","null","8","null","12","null","27","26","null","null","104","null","76","null","36","null","29","null","33","null","53","null","0","null","14","null","0","null","14","null","16","19","null","null",
"1500000US131150007001","Block Group 1, Census Tract 7, Floyd County, Georgia","521","null","178","null","0","null","14","null","11","18","null","null","8","null","14","null","23","null","37","null","0","null","14","null","0","null","14","null","22","36","null","null","0","null","14","null","25","null","28","null","0","14","null","null","59","null","38","null","63","null","47","null","33","null","38","null","12","null","14","null","149","null","151","null","116","66","null","null",
"1500000US131150007002","Block Group 2, Census Tract 7, Floyd County, Georgia","558","null","162","null","0","null","14","null","0","14","null","null","0","null","14","null","33","null","36","null","9","null","13","null","40","null","31","null","97","103","null","null","34","null","29","null","18","null","20","null","8","13","null","null","95","null","62","null","82","null","72","null","124","null","126","null","0","null","14","null","18","null","20","null","0","14","null","null",
"1500000US131150007003","Block Group 3, Census Tract 7, Floyd County, Georgia","263","null","83","null","36","null","38","null","0","14","null","null","0","null","14","null","15","null","18","null","11","null","17","null","0","null","14","null","28","25","null","null","9","null","13","null","0","null","14","null","18","20","null","null","45","null","42","null","66","null","68","null","19","null","22","null","16","null","19","null","0","null","14","null","0","14","null","null",
"1500000US131150007004","Block Group 4, Census Tract 7, Floyd County, Georgia","562","null","127","null","0","null","14","null","0","14","null","null","82","null","85","null","28","null","37","null","0","null","14","null","58","null","43","null","10","16","null","null","40","null","31","null","0","null","14","null","51","35","null","null","59","null","34","null","65","null","49","null","43","null","33","null","50","null","41","null","46","null","48","null","30","43","null","null",
"1500000US131150008001","Block Group 1, Census Tract 8, Floyd County, Georgia","602","null","150","null","8","null","13","null","45","52","null","null","0","null","14","null","16","null","29","null","20","null","22","null","24","null","22","null","23","38","null","null","13","null","20","null","4","null","7","null","33","30","null","null","7","null","11","null","179","null","146","null","16","null","21","null","39","null","30","null","84","null","53","null","91","71","null","null",
"1500000US131150008002","Block Group 2, Census Tract 8, Floyd County, Georgia","417","null","158","null","27","null","32","null","14","23","null","null","37","null","57","null","14","null","23","null","0","null","14","null","93","null","132","null","0","14","null","null","0","null","14","null","61","null","43","null","19","22","null","null","30","null","44","null","53","null","30","null","9","null","15","null","37","null","46","null","7","null","12","null","16","16","null","null",
"1500000US131150008003","Block Group 3, Census Tract 8, Floyd County, Georgia","337","null","117","null","9","null","14","null","0","14","null","null","82","null","65","null","12","null","19","null","31","null","51","null","21","null","32","null","0","14","null","null","0","null","14","null","0","null","14","null","42","44","null","null","55","null","59","null","30","null","37","null","55","null","31","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US131150008004","Block Group 4, Census Tract 8, Floyd County, Georgia","524","null","95","null","50","null","58","null","0","14","null","null","19","null","21","null","23","null","27","null","0","null","14","null","6","null","9","null","0","14","null","null","7","null","11","null","0","null","14","null","16","18","null","null","43","null","30","null","100","null","59","null","97","null","59","null","30","null","29","null","90","null","57","null","43","31","null","null",
"1500000US131150009001","Block Group 1, Census Tract 9, Floyd County, Georgia","228","null","92","null","8","null","14","null","73","55","null","null","60","null","68","null","5","null","22","null","9","null","16","null","28","null","43","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","28","null","28","null","17","null","18","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US131150009002","Block Group 2, Census Tract 9, Floyd County, Georgia","712","null","141","null","64","null","55","null","0","14","null","null","40","null","42","null","29","null","56","null","19","null","28","null","20","null","33","null","9","16","null","null","43","null","33","null","5","null","8","null","28","31","null","null","60","null","46","null","114","null","60","null","40","null","34","null","58","null","41","null","99","null","43","null","84","70","null","null",
"1500000US131150011001","Block Group 1, Census Tract 11, Floyd County, Georgia","327","null","102","null","77","null","61","null","25","40","null","null","29","null","37","null","0","null","14","null","9","null","13","null","55","null","53","null","39","42","null","null","0","null","14","null","0","null","14","null","45","45","null","null","41","null","45","null","7","null","12","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US131150011002","Block Group 2, Census Tract 11, Floyd County, Georgia","823","null","274","null","327","null","167","null","90","70","null","null","88","null","51","null","46","null","47","null","0","null","14","null","0","null","14","null","182","252","null","null","0","null","14","null","16","null","26","null","5","13","null","null","8","null","13","null","17","null","19","null","22","null","29","null","0","null","14","null","0","null","14","null","22","31","null","null",
