"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US133019705001","Block Group 1, Census Tract 9705, Warren County, Georgia","397","null","92","null","29","null","30","null","7","12","null","null","39","null","34","null","9","null","11","null","0","null","14","null","13","null","17","null","43","37","null","null","0","null","14","null","40","null","30","null","97","54","null","null","23","null","23","null","36","null","27","null","26","null","27","null","0","null","14","null","8","null","10","null","27","34","null","null",
"1500000US133019705002","Block Group 2, Census Tract 9705, Warren County, Georgia","260","null","71","null","40","null","40","null","28","26","null","null","6","null","8","null","5","null","8","null","7","null","9","null","13","null","17","null","57","53","null","null","13","null","15","null","2","null","4","null","17","21","null","null","5","null","6","null","24","null","16","null","17","null","17","null","1","null","2","null","17","null","19","null","8","10","null","null",
"1500000US133019705003","Block Group 3, Census Tract 9705, Warren County, Georgia","285","null","93","null","100","null","71","null","13","19","null","null","0","null","14","null","18","null","19","null","52","null","36","null","0","null","14","null","16","28","null","null","6","null","10","null","8","null","15","null","11","19","null","null","4","null","8","null","30","null","27","null","19","null","28","null","8","null","12","null","0","null","14","null","0","14","null","null",
"1500000US133039501001","Block Group 1, Census Tract 9501, Washington County, Georgia","298","null","74","null","0","null","14","null","12","11","null","null","33","null","39","null","58","null","55","null","29","null","29","null","5","null","9","null","22","24","null","null","0","null","14","null","15","null","23","null","5","7","null","null","19","null","15","null","45","null","30","null","38","null","28","null","0","null","14","null","17","null","20","null","0","14","null","null",
"1500000US133039501002","Block Group 2, Census Tract 9501, Washington County, Georgia","370","null","84","null","19","null","16","null","4","7","null","null","2","null","4","null","16","null","24","null","17","null","17","null","32","null","26","null","5","8","null","null","2","null","3","null","20","null","23","null","33","31","null","null","50","null","35","null","33","null","22","null","83","null","39","null","23","null","33","null","20","null","15","null","11","17","null","null",
"1500000US133039503001","Block Group 1, Census Tract 9503, Washington County, Georgia","997","null","175","null","71","null","58","null","38","40","null","null","141","null","93","null","71","null","76","null","114","null","74","null","17","null","19","null","67","46","null","null","46","null","42","null","21","null","35","null","45","41","null","null","83","null","67","null","85","null","60","null","99","null","51","null","47","null","33","null","31","null","45","null","21","19","null","null",
"1500000US133039503002","Block Group 2, Census Tract 9503, Washington County, Georgia","295","null","77","null","25","null","33","null","34","29","null","null","17","null","19","null","20","null","17","null","31","null","36","null","65","null","45","null","6","9","null","null","21","null","33","null","16","null","25","null","0","14","null","null","11","null","15","null","41","null","42","null","0","null","14","null","8","null","15","null","0","null","14","null","0","14","null","null",
"1500000US133039503003","Block Group 3, Census Tract 9503, Washington County, Georgia","208","null","84","null","18","null","21","null","23","29","null","null","0","null","14","null","52","null","54","null","58","null","56","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","55","null","44","null","0","null","14","null","2","null","9","null","0","null","14","null","0","14","null","null",
"1500000US133039503004","Block Group 4, Census Tract 9503, Washington County, Georgia","264","null","81","null","14","null","24","null","21","23","null","null","25","null","37","null","10","null","16","null","0","null","14","null","5","null","7","null","64","58","null","null","0","null","14","null","19","null","23","null","0","14","null","null","27","null","32","null","36","null","27","null","8","null","12","null","14","null","18","null","9","null","15","null","12","6","null","null",
"1500000US133039504001","Block Group 1, Census Tract 9504, Washington County, Georgia","786","null","188","null","198","null","143","null","48","58","null","null","0","null","14","null","92","null","83","null","0","null","14","null","48","null","65","null","47","54","null","null","15","null","24","null","52","null","46","null","31","33","null","null","36","null","54","null","126","null","89","null","59","null","51","null","13","null","21","null","10","null","17","null","11","22","null","null",
"1500000US133039504002","Block Group 2, Census Tract 9504, Washington County, Georgia","315","null","95","null","79","null","61","null","0","14","null","null","13","null","21","null","12","null","19","null","25","null","26","null","14","null","23","null","57","62","null","null","0","null","14","null","13","null","21","null","16","25","null","null","10","null","19","null","19","null","26","null","0","null","14","null","11","null","18","null","46","null","65","null","0","14","null","null",
"1500000US133039504003","Block Group 3, Census Tract 9504, Washington County, Georgia","298","null","100","null","30","null","46","null","0","14","null","null","0","null","14","null","93","null","73","null","0","null","14","null","41","null","60","null","8","13","null","null","27","null","47","null","16","null","28","null","26","30","null","null","8","null","14","null","30","null","34","null","0","null","14","null","19","null","29","null","0","null","14","null","0","14","null","null",
"1500000US133039504004","Block Group 4, Census Tract 9504, Washington County, Georgia","501","null","131","null","40","null","46","null","38","53","null","null","48","null","57","null","0","null","14","null","18","null","29","null","0","null","14","null","0","14","null","null","100","null","77","null","6","null","13","null","145","86","null","null","9","null","17","null","97","null","91","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US133039505001","Block Group 1, Census Tract 9505, Washington County, Georgia","441","null","116","null","12","null","12","null","8","14","null","null","40","null","48","null","9","null","10","null","26","null","20","null","90","null","73","null","5","8","null","null","62","null","77","null","9","null","11","null","38","26","null","null","39","null","29","null","33","null","23","null","53","null","49","null","15","null","13","null","1","null","4","null","1","3","null","null",
"1500000US133039505002","Block Group 2, Census Tract 9505, Washington County, Georgia","421","null","145","null","30","null","36","null","16","21","null","null","83","null","93","null","59","null","48","null","8","null","12","null","4","null","8","null","4","7","null","null","0","null","14","null","8","null","11","null","20","26","null","null","52","null","33","null","70","null","67","null","24","null","24","null","7","null","11","null","28","null","39","null","8","9","null","null",
